GHO (CODE),GHO (DISPLAY),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value
LBW_NUMBER,Low birth weight number (in thousands),2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,,,,148.9,148.9 [128.9-171.8]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2002-01-01,2002,2002,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.08207,0.08 [0.01 - 0.3]
MORT_100,Number of deaths,2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3487.92411,3487.9
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS6-23,6 to 23 months,9.7,9.7 [7.8-11.9]
NUT_BF_EVBF,Ever breastfed,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,98.7,98.7 [98.1-99.1]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,15.8,15.8 [13.8-18.2]
HEMOGLOBINLEVEL_PREGNANT_MEAN,Mean hemoglobin level of pregnant women (aged 15-49 years),2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,,,,111.0,111 [107-115]
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,11.21437,11.2 [8.8-14.1]
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,12.49799,12.5 [7.6-18.7]
Yth_curr_e-cig,Prevalence of current e-cigarette use among adolescents (%),2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,62344.04821834804,Data not available
W18_misleading_terms_B,Ban on deceitful terms on other smoked tobacco packaging,2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,18.97879,19.0 [12.4-26.1]
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,98.8,98.8 [96.2 - 99.9]
GHED_PVT-D_pc_US_SHA2011,Domestic private health expenditure (PVT-D) per capita in US$,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,,,,28.01,28.01
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,1.2,1.2 [1.0-1.3]
NUT_BF_EBF,Exclusive breastfeeding under six months,2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM60,Wealth - Bottom 60%,33.1,33.1 [26.8-40.1]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,Q4,6.2,6.2 [4.6-8.3]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,6196.0,6196 [4884-7655]
MORT_100,Number of deaths,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2165.22078,2165.2
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,11182.0,11 182 [8277-14 704]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,,10.4,10.4 [8.9-12.1]
NUT_CF_ISSSF,"Introduction of solid, semi-solid or soft foods 6-8 months",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP80,Wealth - Top 80%,85.3,85.3 [78.2-90.4]
MORT_100,Number of deaths,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,247.23885,247.2
WHOSIS_000015,Life expectancy at age 60 (years),2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,16.69894,16.7 [16.3-17.0]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1999-01-01,1999,1999,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.0,0 [0 - 0.04]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1997-01-01,1997,1997,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,15.54182,15.5 [11.8-20.0]
RSUD_610,Prevention programmes for specific populations for drugs,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,RSUDSPECIFICPOPULATION,RSUDSPECIFICPOPULATION_COMMERCIAL_SEX_WORKERS,Commercial sex workers,62344.04821834804,Yes
MORT_100,Number of deaths,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,12350.72009,12350.7
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",1997-01-01,1997,1997,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,19.20727,19.2 [12.6-26.4]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,7.2,7.2 [5.0-10.1]
MORT_100,Number of deaths,2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,13880.17186,13880.2
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,8.42659,8.4 [3.7-15.3]
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps,2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No
TB_c_dst_rlt_new_pct,New cases tested for RR-/MDR-TB (%),2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,,,,0.0,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.07109,0.1
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,29.0,29 [12.7 - 49.7]
AIR_15,Household air pollution attributable DALYs,2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3314.731,3315 [2875-3695]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,4.4,4.4 [3.4-5.8]
MORT_200,Deaths per 1 000 live births,2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,9.10007,9.1 [4.2-16.0]
TB_c_newinc,Tuberculosis - new and relapse cases,2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,,,,100573.0,100573
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1980-01-01,1980,1980,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,69.79059,69.8 [65.9-73.9]
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,4.17478,4.17 [2.02 - 7.06]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.07984,0.1
MORT_100,Number of deaths,2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,6.89275,7
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,7.3535,7.4 [4.2-11.6]
W7_rotation_A,Are the health warnings on cigarette packaging rotating?,2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
GHED_GGHE-D_pc_US_SHA2011,Domestic general government health expenditure (GGHE-D) per capita in US$,2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,,,,22.87,22.87
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",1994-01-01,1994,1994,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,5.1,5.1 [4.5-5.8]
MORT_200,Deaths per 1 000 live births,2002-01-01,2002,2002,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0
MORT_100,Number of deaths,2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,62344.04821834804,
W6_font_C,"Does the law mandate font style, font size and colour of health warnings on smokeless tobacco packaging?",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_TOTAL,Total,31.0,31.0 [23.0-40.0]
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,9.23795,9.2 [6.6-12.6]
RSUD_740,Health professionals providing treatment for alcohol and drug use disorders,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,RSUDHWF,RSUDHWF_NARCOLOGISTS,Addiction medicine specialists/narcologists,62344.04821834804,No data
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1980-01-01,1980,1980,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2.3,2.3 [1.8-2.7]
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,53.309,53 [42-63]
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,10.28315,10.3 [5.2-17.1]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1999-01-01,1999,1999,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,2.84584,2.85 [1.25 - 5.11]
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.74417,0.7
SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,29.05099,29.1 [27.0 - 31.2]
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.02545,0
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,9.5,9.5 [6.0-14.7]
AIR_7,Ambient air pollution attributable DALYs,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,152130.338,152 130 [51 858-278 691]
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994-01-01,1994,1994,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,4.56433,4.6 [3.0-6.5]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1999-01-01,1999,1999,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.04786,0.05 [0 - 0.25]
MORT_100,Number of deaths,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1653.20816,1653.2
MORT_200,Deaths per 1 000 live births,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,3.06076,3.1
WHOSIS_000001,Life expectancy at birth (years),2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,65.655,65.7 [65.1-66.3]
AIR_15,Household air pollution attributable DALYs,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,64275.823,64 276 [43 605-99 815]
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,23.8123,24
WHS3_49,Poliomyelitis - number of reported cases,2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,,,,0.0,0
SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,59.24206,59.2 [56.8 - 61.6]
NTD_7,"Population in areas that warrant treatment with antibiotics, facial cleanliness and environmental improvement for elimination of trachoma as a public health problem",2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,,,,2641960.0,2641960
AIR_60,Household and ambient air pollution attributable DALYs,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,6560.365,6560 [5922-7051]
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",1995-01-01,1995,1995,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,1.1,1.1 [0.9-1.4]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,15.7,15.7 [12.3-19.8]
SA_0000001751,"Alcohol, average daily intake in grams among drinkers, three-year average",2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,8.1061,8.1 [3.1 - 14.1]
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1992-01-01,1992,1992,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,14.11652,14.1 [12.1-16.3]
SA_0000001747,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,,,,2.22795,2.2 [0.9 - 3.5]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP80,Wealth - Top 80%,17.5,17.5 [15.9-19.2]
NUT_CF_MMF,Minimum Meal Frequency 6-23 months,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP40,Wealth - Top 40%,57.7,57.7 [52.2-63.1]
CM_04,Number of deaths among children ages 5 to 9 years,2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,4046.0,4046 [3418-4748]
W2_pc_front_back_C,Percentage of principal display area mandated to be covered by health warnings - front and back of smokeless tobacco packaging,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,,,,40.0,40
W13_ind_liability_B,Health warnings on other smoked tobacco packaging do not remove or diminish the liability of the tobacco industry,2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1.52971,1.5 [0.7-3.0]
HIV_0000000006,Number of people dying from HIV-related causes,2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,,,,58000.0,58 000 [45 000 - 81 000]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1974-01-01,1974,1974,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,84.29786,84.3 [79.4-89.5]
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,11.25738,11.3 [6.5-17.2]
DEVICES17,Procurement of medical devices carried out at the national level,2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,,,,0.0,Yes
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1987-01-01,1987,1987,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3.9,3.9 [3.5-4.2]
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,11.03663,11.0 [9.7-12.4]
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),1996-01-01,1996,1996,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,26.53639,26.5 [23.9-31.1]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,Secondary or higher,3.8,3.8 [2.6-5.6]
NUT_CF_MMF,Minimum Meal Frequency 6-23 months,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_HIGHER,Higher education,57.9,57.9 [48.3-67.0]
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_TOTAL,Total,38.7,38.7 [30.4-46.7]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,7.79807,7.8 [4.6-11.9]
SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,12.95735,13.0 [12.2 - 13.8]
MORT_200,Deaths per 1 000 live births,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,3.62332,3.6
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,495.73778,496
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1994-01-01,1994,1994,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,1.5284,1.5 [0.8-2.7]
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM80,Wealth - Bottom 80%,50.3,50.3 [47.0-53.6]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1994-01-01,1994,1994,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,9.7,9.7 [7.0-13.3]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,1402.0,1402 [486-2526]
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,1.3,1 [1-1]
MH_12,Age-standardized suicide rates (per 100 000 population),2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,12.917,12.9 [9.7-16.6]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,15.5,15.5 [11.4-20.8]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS0-11,0 to 11 months,8.8,8.8 [7.0-11.0]
MORT_200,Deaths per 1 000 live births,2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,5.87892,5.9
TB_c_newinc,Tuberculosis - new and relapse cases,2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,,,,102997.0,102997
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2006-01-01,2006,2006,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,0.1,0.1 [0 - 0.7]
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,9.83446,9.8 [8.3-11.5]
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,2.7,2.7 [2.5-2.9]
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_SEVERE,Severe,20.0,20 [7.81-36.6]
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,30.56111,31
RSUD_570,Groups and agencies involved in prevention programs,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,GROUP,GROUP_NGOS,Non-governmental organization,62344.04821834804,Yes
RSUD_510,Registration of naloxone for injection for opioid overdose,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No data
MORT_200,Deaths per 1 000 live births,2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,1.67457,1.7
MORT_200,Deaths per 1 000 live births,2006-01-01,2006,2006,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,9.65688,9.7
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.04504,0
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,1.92984,1.93 [0.73 - 3.7]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1991-01-01,1991,1991,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,4.5,4.5 [0.6 - 12.8]
